Poem,Poet,Title,Book
در نخستین ساعت شب،  در اطاق چوبیش تنها، زن چینی در سرش اندیشه های هولناکی دور می گیرد، می اندیشد: « بردگان ناتوانایی که می سازند دیوار بزرگ شهر را هر یکی زانان که در زیر آوار زخمه های آتش شلاق داده جان مرده اش در لای دیوار است پنهان»  آنی از این دلگزا اندیشه ها راه خلاصی را نمی داند زن چینی او، روانش خسته و رنجور مانده است با روان خسته اش رنجور می خواند زن چینی، در نخستین ساعت شب: ـــ « در نخستین ساعت شب هر کس از بالای ایوانش چراغ اوست آویزان همسر هر کس به خانه بازگردیده است الا همسر من که ز من دور است و در کار است زیر دیوار بزرگ شهر.» * در نخستین ساعت شب، دور از دیدار بسیار آشنا من نیز در غم ناراحتی های کسانم؛ همچنانی کان زن چینی بر زبان اندیشه های دلگزایی حرف می راند، من سرودی آشنا را می کن در گوش من دمی از فکر بهبودی تنها ماندگان در خانه هاشان نیستم خاموش و سراسر هیکل دیوارها در پیش چشم التهاب من نمایانند نجلا! * در نخستین ساعت شب، این چراغ رفته را خاموش تر کن من به سوی رخنه های شهرهای روشنایی راهبردم را به خوبی می شناسم، خوب می دانم من خطوطی را که با ظلمت نوشته اند وندر آن اندیشه ی دیوارسازان می دهد تصویر دیرگاهی هست می خوانم. در بطون عالم اعداد بیمر در دل تاریکی بیمار چند رفته سالهای دور و از هم فاصله جسته که بزور دستهای ما به گرد ما می روند این بی زبان دیوارها بالا.  زمستان1331    ,نیما یوشیج, در نخستین ساعت شب,مجموعه اشعار
من چهره ام گرفته من قایقم نشسته به خشکی  با قایقم نشسته به خشکی فریاد می زنم: « وامانده در عذابم انداخته است در راه پر مخافت این ساحل خراب و فاصله است آب امدادی ای رفیقان با من.» گل کرده است پوزخندشان اما بر من، بر قایقم که نه موزون بر حرفهایم در چه ره و رسم بر التهابم از حد بیرون.  در التهابم از حد بیرون فریاد بر می آید از من: « در وقت مرگ که با مرگ جز بیم نیستیّ وخطر نیست، هزّالی و جلافت و غوغای هست و نیست سهو است و جز به پاس ضرر نیست.» با سهوشان من سهو می خرم از حرفهای کامشکن شان من درد می برم خون از درون دردم سرریز می کند! من آب را چگونه کنم خشک؟ فریاد می زنم. من چهره ام گرفته من قایقم نشسته به خشکی مقصود من ز حرفم معلوم بر شماست: یک دست بی صداست من، دست من کمک ز دست شما می کند طلب.  فریاد من شکسته اگر در گلو، وگر فریاد من رسا من از برای راه خلاص خود و شما فریاد می زنم. فریاد می زنم!  1331    ,نیما یوشیج, قایق,مجموعه اشعار
« ری را»...صدا می آید امشب از پشت « کاچ» که بند آب برق سیاه تابش تصویری از خراب در چشم می کشاند. گویا کسی است که می خواند...  اما صدای آدمی این نیست. با نظم هوش ربایی من آوازهای آدمیان را شنیده ام در گردش شبانی سنگین؛ زاندوه های من سنگین تر. و آوازهای آدمیان را یکسر من دارم از بر.  یکشب درون قایق دلتنگ خواندند آنچنان؛ که من هنوز هیبت دریا را در خواب می بینم.  ری را. ری را... دارد هوا که بخواند. درین شب سیا. او نیست با خودش، او رفته با صدایش اما خواندن نمی تواند.  1331   ,نیما یوشیج,« ری را »,مجموعه اشعار
در درون تنگنا، با کوره اش، آهنگر  فرتوت دست او بر پتک و به فرمان عروقش دست دائماً فریاد او این است، و این است فریاد تلاش او: « ـــ کی به دست من آهن من گرم خواهد شد و من او را نرم خواهم دید؟ آهن سرسخت! قد برآور، باز شو، از هم دوتا شو، با خیال من یکی تر زندگانی کن!»  زندگانی چه هوسناک است، چه شیرین! چه برومندی دمی با زندگی آزاد بودن، خواستن بی ترس، حرف از خواستن بی ترس گفتن، شاد بودن! او به هنگامی که تا دشمن از او در بیم باشد ( آفریدگار شمشیری نخواهد بود چون) و به هنگامی که از هیچ آفریدگار شمشیری نمی ترسد، ز استغاثه های آنانی که در زنجیر زنگ آلوده ای را می دهد تعمیر...  بر سر آن ساخته کاو راست در دست، می گذارد او ( آن آهنگر) دست مردم را به جای دست های خود.  او به آنان، دست، با این شیوه خواهد داد. ساخته ناساخته،یا ساخته ی کوچک، او، به دست کارهای بس بزرگ ابزار می بخشد. او، جهان زندگی را می دهد پرداخت!  1331    ,نیما یوشیج,آهنگر,مجموعه اشعار
من ندانم با که گویم شرح درد قصه ی رنگ پریده ، خون سرد ؟ هر که با من همره و پیمانه شد عاقبت شیدا دل و دیوانه شد قصه ام عشاق را دلخون کند عاقبت ، خواننده را مجنون کند آتش عشق است و گیرد در کسی کاو ز سوز عشق ، می سوزد بسی قصه ای دارم من از یاران خویش قصه ای از بخت و از دوران خویش یاد می آید مراکز کودکی همره من بوده همواره یکی قصه ای دارم از این همراه خود همره خوش ظاهر بدخواه خود او مرا همراه بودی هر دمی سیرها می کردم اندر عالمی یک نگارستانم آمد در نظر اندرو هر گونه حس و زیب و فر هر نگاری را جمالی خاص بود یک صفت ، یک غمزه و یک رنگ سود هر یکی محنت زدا ،‌خاطر نواز شیوه ی جلوه گری را کرده ساز هر یکی با یک کرشمه ،‌یک هنر هوش بردی و شکیبایی ز سر هر نگاری را به دست اندر کمند می کشیدی هر که افتادی به بند بهر ایشان عالمی گرد آمده محو گشته ، عاشق و حیرت زده من که در این حلقه بودم بیقرار عاقبت کردم نگاری اختیار مهر او به سرشت با بنیاد من کودکی شد محو ، بگذشت آن ز من رفت از من طاقت و صبر و قرار باز می جستم همیشه وصل یار هر کجا بودم ، به هر جا می شدم بود آن همراه دیرین در پیم من نمی دانستم این همراه کیست قصدش از همراهی در کار چیست ؟ بس که دیدم نیکی و یاری او مار سازی و مددکاری او گفتم : ای غافل بباید جست او هر که باشد دوستار توست او شادی تو از مدد کاری اوست بازپرس از حال این دیرینه دوست گفتمش : ای نازنین یار نکو همرها ،‌تو چه کسی ؟ آخر بگو کیستی ؟ چه نام داری ؟ گفت : عشق گفت : چونی ؟ حال تو چون است ؟ من گفتمش : روی تو بزداید محن تو کجایی ؟ من خوشم ؟ گفتم : خوشی خوب صورت ، خوب سیرت ، دلکشی به به از کردار و رفتار خوشت به به از این جلوه های دلکشت بی تو یک لحظه نخواهم زندگی خیر بینی ، باش در پایندگی باز آی و ره نما ، در پیش رو که منم آماده و مفتون تو در ره افتاد و من از دنبال وی شاد می رفتم بدی نی ، بیم نی در پی او سیرها کردم بسی از همه دور و نمی دیدیم کسی چون که در من سوز او تاثیر کرد عالمی در نزد من تغییر کرد عشق ، کاول صورتی نیکوی داشت بس بدی ها عاقبت در خوی داشت روز درد و روز ناکامی رسید عشق خوش ظاهر مرا در غم کشید ناگهان دیدم خطا کردم ،‌خطا که بدو کردم ز خامی اقتفا آدم کم تجربه ظاهر پرست ز آفت و شر زمان هرگز نرست من ز خامی عشق را خوردم فریب که شدم از شادمانی بی نصیب در پشیمانی سر آمد روزگار یک شبی تنها بدم در کوهسار سر به زانوی تفکر برده پیش محو گشته در پریشانی خویش زار می نالیدم از خامی خود در نخستین درد و ناکامی خود که : چرا بی تجربه ، بی معرفت بی تأمل ،‌بی خبر ،‌بی مشورت من که هیچ از خوی او نشناختم از چه آخر جانب او تاختم ؟ دیدم از افسوس و ناله نیست سود درد را باید یکی چاره نمود چاره می جستم که تا گردم رها زان جهان درد وطوفان بلا سعی می کردم بهر جیله شود چاره ی این عشق بد پیله شود عشق کز اول مرا درحکم بود س آنچه می گفتم بکن ،‌ آن می نمود من ندانستم چه شد کان روزگار اندک اندک برد از من اختیار هر چه کردم که از او گردم رها در نهان می گفت با من این ندا بایدت جویی همیشه وصل او که فکنده ست او تو را در جست و جو ترک آن زیبارخ فرخنده حال از محال است ، از محال است از محال گفتم : ای یار من شوریده سر سوختم در محنت و درد و خطر در میان آتشم آورده ای این چه کار است ، اینکه با من کرده ای ؟ چند داری جان من در بند ، چند ؟ بگسل آخر از من بیچاره بند هر چه کردم لابه و افغان و داد گوش بست و چشم را بر هم نهاد یعنی : ای بیچاره باید سوختن نه به آزادی سرور اندوختن بایدت داری سر تسلیم پیش تا ز سوز من بسوزی جان خویش چون که دیدم سرنوشت خویش را تن بدادم تا بسوزم در بلا مبتلا را چیست چاره جز رضا چون نیابد راه دفع ابتلا ؟ این سزای آن کسان خام را که نیندیشند هیچ انجام را سالها بگذشت و در بندم اسیر کو مرا یک یاوری ، کو دستگیر ؟ می کشد هر لحظه ام در بند سخت او چه خواهد از من برگشته بخت ؟ ای دریغا روزگارم شد سیاه آه از این عشق قوی پی آه ! آه کودکی کو ! شادمانی ها چه شد ؟ تازگی ها ، کامرانی ها چه شد ؟ چه شد آن رنگ من و آن حال من محو شد آن اولین آمال من شد پریده ،‌رنگ من از رنج و درد این منم : رنگ پریده ،‌خون سرد عشقم آخر در جهان بدنام کرد آخرم رسوای خاص و عام کرد وه ! چه نیرنگ و چه افسون داشت او که مرا با جلوه مغتون داشت او عاقبت آواره ام کرد از دیار نه مرا غمخواری و نه هیچ یار می فزاید درد و آسوده نیم چیست این هنگامه ، آخر من کیم ؟ که شده ماننده ی دیوانگان می روم شیدا سر و شیون کنان می روم هر جا ، به هر سو ، کو به کو خود نمی دانم چه دارم جست و جو سخت حیران می شوم در کار خود که نمی دانم ره و رفتار خود خیره خیره گاه گریان می شوم بی سبب گاهی گریزان می شوم زشت آمد در نظرها کار من خلق نفرت دارد از گفتار من دور گشتند از من آن یاران همه چه شدند ایشان ، چه شد آن همهمه ؟ چه شد آن یاری که از یاران من خویش را خواندی ز جانبازان من ؟ من شنیدم بود از آن انجمن که ملامت گو بدند و ضد من چه شد آن یار نکویی کز فا دم زدی پیوسته با من از وفا ؟ گم شد از من ، گم شدم از یاد او ماند بر جا قصه ی بیداد او بی مروت یار من ، ای بی وفا بی سبب از من چرا گشتی جدا ؟ بی مروت این جفاهایت چراست ؟ یار ، آخر آن وفاهایت کجاست ؟ چه شد آن یاری که با من داشتی دعوی یک باطنی و آشتی ؟ چون مرا بیچاره و سرگشته دید اندک اندک آشنایی را برید دیدمش ، گفتم : منم نشناخت او بی تأمل روز من برتافت او دوستی این بود ز ابنای زمان مرحبا بر خوی یاران جهان مرحبا بر پایداری های خلق دوستی خلق و یاری های خلق بس که دیدم جور از یاران خود وز سراسر مردم دوران خود من شدم : رنگ پریده ، خون سرد پس نشاید دوستی با خلق کرد وای بر حال من بدبخت!‌وای کس به درد من مبادا مبتلای عشق با من گفت : از جا خیز ، هان خلق را از درد بدبختی رهان خواستم تا ره نمایم خلق را تا ز ناکامی رهانم خلق را می نمودم راهشان ، رفتارشان منع می کردم من از پیکارشان خلق صاحب فهم صاحب معرفت عاقبت نشنید پندم ، عاقبت جمله می گفتند او دیوانه است گاه گفتند او پی افسانه است خلقم آخر بس ملامت ها نمود سرزنش ها و حقارت ها نمود با چنین هدیه مرا پاداش کرد هدیه ،‌آری ، هدیه ای از رنج و درد که پریشانی من افزون نمود خیرخواهی را چنین پاداش بود عاقبت قدر مرا نشناختند بی سبب آزرده از خود ساختند بیشتر آن کس که دانا می نمود نفرتش از حق و حق آرنده بود آدمی نزدیک خود را کی شناخت دور را بشناخت ، سوی او بتاخت آن که کمتر قدر تو داند درست در میانخویش ونزدیکان توست الغرض ، این مردم حق ناشناس بس بدی کردند بیرون از قیاس هدیه ها دادند از درد و محن زان سراسر هدیه ی جانسوز ،‌من یادگاری ساختم با آه و درد نام آن ، رنگ پریده ، خون سرد مرحبا بر عقل و بر کردار خلق مرحبا بر طینت و رفتار خلق مرحبا بر آدم نیکو نهاد حیف از اویی که در عالم فتاد خوب پاداش مرا دادند ،‌خوب خوب داد عقل را دادند ، خوب هدیه این بود از خسان بی خرد هر سری یک نوع حق را می خرد نور حق پیداست ،‌ لیکن خلق کور کور را چه سود پیش چشم نور ؟ ای دریفا از دل پر سوز من ای دریغا از من و از روز من که به غفلت قسمتی بگذشاتم خلق را حق جوی می پنداشتمن من چو آن شخصم که از بهر صدف کردم عمر خود به هر آبی تلف کمتر اندر قوم عقل پاک هست خودپرست افزون بود از حق پرست خلق خصم حق و من ، خواهان حق سخت نفرت کردم از خصمان حق دور گردیدم از این قوم حسود عاشق حق را جز این چاره چه بود ؟ عاشقم من بر لقای روی دوست سیر من هممواره ، هر دم ، سوی اوست پس چرا جویم محبت از کسی که تنفر دارد از خویم بسی؟ پس چرا گردم به گرد این خسان که رسد زایشان مرا هردم زیان ؟ ای بسا شرا که باشد در بشر عاقل آن باشد که بگریزد ز شر آفت و شر خسان را چاره ساز احتراز است ، احتراز است ، احتراز بنده ی تنهاییم تا زنده ام گوشه ای دور از همه جوینده ام می کشد جان را هوای روز یار از چه با غیر آورم سر روزگار ؟ من ندارم یار زین دونان کسی سالها سر برده ام تنها بسی من یکی خونین دلم شوریده حال که شد آخر عشق جانم را وبال سخت دارم عزلت و اندوه دوست گرچه دانم دشمن سخت من اوست من چنان گمنامم و تنهاستم گوییا یکباره ناپیداستم کس نخوانده ست ایچ آثار مرا نه شنیده ست ایچ گفتار مرا اولین بار است اینک ، کانجمن ای می خواند از اندوه من شرح عشق و شرح ناکامی و درد قصه ی رنگ پریده ، خون سرد من از این دو نان شهرستان نیم خاطر پر درد کوهستانیم کز بدی بخت ،‌در شهر شما روزگاری رفت و هستم مبتلا هر سری با عالم خاصی خوش است هر که را یک چیز خوب و دلکش است من خوشم با زندگی کوهیان چون که عادت دارم از صفلی بدان به به از آنجا که مأوای من است وز سراسر مردم شهر ایمن است اندر او نه شوکتی ،‌ نه زینتی نه تقید ،‌نه فریب و حیلتی به به از آن آتش شب های تار در کنار گوسفند و کوهسار به به از آن شورش و آن همهمه که بیفتد گاهگاهی دررمه بانگ چوپانان ، صدای های های بانگ زنگ گوسفندان ، بانگ نای زندگی در شهر فرساید مرا صحبت شهری بیازارد مرا خوب دیدم شهر و کار اهل شهر گفته ها و روزگار اهل شهر صحبت شهری پر از عیب و ضر است پر ز تقلید و پر از کید و شر است شهر باشد منبع بس مفسده بس بدی ، بس فتنه ها ، بس بیهده تا که این وضع است در پایندگی نیست هرگز شهر جای زندگی زین تمدن خلق در هم اوفتاد آفرین بر وحشت اعصار باد جان فدای مردم جنگل نشین آفرین بر ساده لوحان ،‌آفرین شهر درد و محنتم افزون نمود این هم از عشق است ، ای کاش او نبود من هراسانم بسی از کار عشق هر چه دیدم ، دیدم از کردار عشق او مرا نفرت بداد از شهریان وای بر من ! کو دیار و خانمان ؟ خانه ی من ،‌جنگل من ، کو، کجاست ؟. حالیا فرسنگ ها از من جداست بخت بد را بین چه با من می کند س دورم از دیرینه مسکن می کند یک زمانم اندکی نگذاشت شاد کس گرفتار چنین بختی مباد تازه دوران جوانی من است که جهانی خصم جانی من است هیچ کس جز من نباشد یار من یار نیکوطینت غمخوار من باطن من خوب یاری بود اگر این همه در وی نبودی شور و شر آخر ای من ، تو چه طالع داشتی یک زمانت نیست با بخت آشتی ؟ از چو تو شوریده آخر چیست سود در زمانه کاش نقش تو نبود کیستی تو ! این سر پر شور چیست تو چه ها جویی درین دوران زیست ؟ تو نداری تاب درد و سوختن باز داری قصد درد اندوختن ؟ پس چو درد اندوختی ،‌ افغان کنی خلق را زین حال خود حیران کنی چیست آخر! این چنین شیدا چرا؟ این همه خواهان درد و ماجرا چشم بگشای و به خود باز آی ، هان که تویی نیز از شمار زندگان دائما تنهایی و آوارگی دائما نالیدن و بیچارگی نیست ای غافل ! قرار زیستن حاصل عمر است شادی و خوشی س نه پریشان حالی و محنت کشی اندکی آسوده شو ، بخرام شاد چند خواهی عمر را بر باد داد چند ! چند آخر مصیبت بردنا لحظه ای دیگر بباید رفتنا با چنین اوصاف و حالی که تو راست گر ملامت ها کند خلقت رواست ای ملامت گو بیا وقت است ،‌ وقت که ملامت دارد این شوریده بخت گرد آیید و تماشایش کنید خنده ها بر حال و روز او زنید او خرد گم کرده است و بی قرار ای سر شهری ، از او پرهیزدار رفت بیرون مصلحت از دست او مشنوی این گفته های پست او او نداند رسم چه ،‌ آداب چیست که چگونه بایدش با خلق زیست او نداند چیست این اوضاع شوم این مذاهب ، این سیاست ، وین رسوم او نداند هیچ وضع گفت و گو چون که حق را باشد اندر جست و جو ای بسا کس را که حاجت شد روا بخت بد را ای بسا باشد دوا ای بسا بیچاره را کاندوه و درد گردش ایام کم کم محو کرد جز من شوریده را که چاره نیست بایدم تا زنده ام در درد زیست عاشقم من ، عاشقم من ، عاشقم عاشقی را لازم آید درد و غم راست گویند این که : من دیوانه ام در پی اوهام یا افسانه ام زان که بر ضد جهان گویم سخن یا جهان دیوانه باشد یا که من بلکه از دیوانگان هم بدترم زان که مردم دیگر و من دیگرم هر چه در عالم نظر می افکنم خویش را دذ شور و شر می افکنم جنبش دریا ،‌خروش آب ها پرتو مه ،‌طلعت مهتاب ها ریزش باران ، سکوت دره ها پرش و حیرانی شب پره ها ناله ی جغدان و تاریکی کوه های های آبشار باشکوه بانگ مرغان و صدای بالشان چون که می اندیشم از احوالشان گوییا هستند با من در سخن رازها گویند پر درد و محن گوییا هر یک مرا زخمی زنند گوییا هر یک مرا شیدا کنند من ندانم چیست در عالم نهان که مرا هرلحظه ای دارد زیان آخر این عالم همان ویرانه است که شما را مأمن است و خانه است پس چرا آرد شما را خرمی بهر من آرد همیشه مؤتمی ؟ آه! عالم ،‌ آتشم هر دم زنی بی سبب با من چه داری دشمنی من چه کردم با تو آخر ، ای پلید دشمنی بی سبب هرگز که دید چشم ، آخر چند در او بنگری می نبینی تو مگر فتنه گری تیره شو ، ای چشم ، یا آسوده باش کاش تو با من نبودی ! کاش ! کاش لیک ، ای عشق ، این همه از کار توست سوزش من از ره و رفتار توست زندگی با تو سراسر ذلت است غم ،‌همیشه غم ،‌ همیشه محنت است هر چه هست از غم بهم آمیخته است و آن سراسر بر سر من ریخته است درد عالم در سرم پنهان بود در هر افغانم هزار افغان بود نیست درد من ز نوع درد عام این چنین دردی کجا گردد تمام ؟ جان من فرسود از این اوهام فرد دیدی آخر عشق با جانم چه کرد ؟ ای بسا شب ها کنار کوهسار من به تنهایی شدم نالان و زار سوخته در عشق بی سامان خود شکوه ها کردم همه از جان خود آخر از من ، جان چه می خواهی ؟ برو دور شو از جانب من ! دور شو عشق را در خانه ات پرورده ای خود نمی دانی چه با خود کرده ای قدرتش دادی و بینایی و زور تا که در تو و لوله افکند و شور گه ز خانه خواهدت بیرون کند گه اسیر خلق پر افسون کند گه تو را حیران کند در کار خویش گه مطیع و تابع رفتار خویش هر زمان رنگی بجوید ماجرا بهر خود خصی بپروردی چرا ؟ ذلت تو یکسره از کار اوست باز از خامی چرا خوانیش دوست ؟ گر نگویی ترک این بد کیش را خود ز سوز او بسوزی خویش را چون که دشمن گشت در خانه قوی رو که در دم بایدت زانجا روی بایدت فانی شدن در دست خویش نه به دست خصم بدکردار و کیش نیستم شایسته ی یاری تو می رسد بر من همه خواری تو رو به جایی کت به دنیایی خزند بس نوازش ها ،‌حمایت ها کنند چه شود گر تو رها سازی مرا رحم کن بر بیچارگان باشد روا کاش جان را عقل بود و هوش بود ترک این شوریده سرا را می نمود او شده چون سلسله بر گردنم وه ! چه ها باید که از وی بردنم چند باید باشم اندر سلسله رفت طاقت ، رفت آخر حوصله من ز مرگ و زندگی ام بی نصیب تا که داد این عشق سوزانم فریب سوختم تا عشق پر سوز و فتن کرد دیگرگون من و بنیاد من سوختم تا دیده ی من باز کرد بر من بیچاره کشف راز کرد سوختم من ، سوختم من ، سوختم کاش راه او نمی آموختم کی ز جمعیت گریزان می شدم کی به کار خویش حیران می شدم ؟ کی همیشه با خسانم جنگ بود باطل و حق گر مرا یک رنگ بود ؟ کی ز خصم حق مرا بودی زیان گر نبودی عشق حق در من عیان ؟ آفت جان من آخر عشق شد علت سوزش سراسر عشق شد هر چه کرد این عشق آتشپاره کرد عشق را بازیچه نتوان فرض کرد ای دریغا روزگار کودکی که نمی دیدم از این غم ها ، یکی فکر ساده ، درک کم ، اندوه کم شادمان با کودکان دم می زدم ای خوشا آن روزگاران ،‌ای خوشا یاد باد آن روزگار دلگشا گم شد آن ایام ، بگذشت آن زمان خود چه ماند در گذرگاه جهان ؟ بگذرد آب روان جویبار تازگی و طلعت روز بهار گریه ی بیچاره ی شوریده حال خنده ی یاران و دوران وصال بگذرد ایام عشق و اشتیاق سوز خاطر ،‌سوز جان ،‌درد فراق شادمانی ها ، خوشی ها غنی وین تعصب ها و کین و دشمنی بگذرد درد گدایان ز احتیاج عهد را زین گونه بر گردد مزاج این چنین هرشادی و غم بگذرد جمله بگذشتند ، این هم بگذرد خواه آسان بگذرانم ، خواه سخت بگذرد هم عمر این شوریده بخت حال ،‌ بین مردگان و زندگان قصه ام این است ،‌ ای آیندگان قصه ی رنگ پریده آتشی ست س در پی یک خاطر محنت کشی ست زینهار از خواندن این قصه ها که ندارد تاب سوزش جثه ها بیم آرید و بیندیشید ،‌هان ز آنچه از اندوهم آمد بر زبان پند گیرید از من و از حال من پیروی خوش نیست از اعمال من بعد من آرید حال من به یاد آفرین بر غفلت جهال باد   ,نیما یوشیج,از : قصه ی رنگ پریده ، خون سرد,مجموعه اشعار
